บิ๊กสุ(สุจินดาคราประยูร)	former Army Commander-in-Chief			1	บิ๊กสุ(สุจินดาคราประยูร)
กระทบกระเทือนก็แล้วกันไป	have an effect on			1	กระทบกระเทือนก็แล้วกันไป
ธรรมนูญปกครองราชอาณาจักร	interim constitution			1	ธรรมนูญปกครองราชอาณาจักร
รูปสี่เหลี่ยมขนมเปียกปูน	rhombus			1	รูปสี่เหลี่ยมขนมเปียกปูน
นายหน้าซื้อขายหลักทรัพย์	stockbroker			1	นายหน้าซื้อขายหลักทรัพย์
เสื้อเกราะกันกระสุนผ่าน	bullet-proof vest			1	เสื้อเกราะกันกระสุนผ่าน
ประธานเจ้าหน้าที่บริหาร	CEO/Chief Executive Officer			1	ประธานเจ้าหน้าที่บริหาร
หน่วยพัฒนาการเคลื่อนที่	Mobile Development Unit			1	หน่วยพัฒนาการเคลื่อนที่
สำนักงานสาธารณะสุขอำเภอ	district health service			1	สำนักงานสาธารณะสุขอำเภอ
บิ๊กจ๊อด(สุนทรคงสมพงษ์)	former Supreme Military Commander			1	บิ๊กจ๊อด(สุนทรคงสมพงษ์)
อาหารกลางวันอาหารเที่ยง	lunch			1	อาหารกลางวันอาหารเที่ยง
ผู้สื่อข่าวหนังสือพิมพ์	newspaper reporter			1	ผู้สื่อข่าวหนังสือพิมพ์
ช่างตรวจสายตาประกอบแว่น	optometrist			1	ช่างตรวจสายตาประกอบแว่น
หนังสือเทศน์หนังสือธรรม	religious book			1	หนังสือเทศน์หนังสือธรรม
เครื่องบอกอัตราความเร็ว	speedometer			1	เครื่องบอกอัตราความเร็ว
ได้รับเชิญให้ไปร่วมงาน	be invited to a party.			1	ได้รับเชิญให้ไปร่วมงาน
สมเด็จพระเจ้าพี่นางเธอ	Her Royal Highness Princess Galyani Vadhana.			1	สมเด็จพระเจ้าพี่นางเธอ
งบประมาณรายจ่ายประจำปี	annual budget.			1	งบประมาณรายจ่ายประจำปี
ยากจนสิ้นเนื้อประดาตัว	be poor			1	ยากจนสิ้นเนื้อประดาตัว
เป็นญาติกันทางสายโลหิต	be related by blood.			1	เป็นญาติกันทางสายโลหิต
เรียบร้อยเป็นผ้าพับไว้	compose			1	เรียบร้อยเป็นผ้าพับไว้
โรงเรียนนายร้อยทหารบก	Military Academy.			1	โรงเรียนนายร้อยทหารบก
นักท่องเที่ยวต่างชาติ	foreign tourist			1	นักท่องเที่ยวต่างชาติ
สมเด็จพระบรมราชินีนาถ	Her Majesty Queen Sirikit.			1	สมเด็จพระบรมราชินีนาถ
งานชุมนุมนักเรียนเก่า	alumni (alumnae party).			1	งานชุมนุมนักเรียนเก่า
หลากกินรวบ(หวยใต้ดิน)	an underground or illegal lottery.			1	หลากกินรวบ(หวยใต้ดิน)
เครื่องตอบรับโทรศัพท์	answering machine			1	เครื่องตอบรับโทรศัพท์
จะเป็นพระคุณอย่างยิ่ง	It'll be very much appreciated.			1	จะเป็นพระคุณอย่างยิ่ง
บิ๊กเต้(เกษตรโรจนนิล)	former Airforce Commander-in-Chief.			1	บิ๊กเต้(เกษตรโรจนนิล)
แพทย์เวชปฏิบัติทั่วไป	general practitioner/MD			1	แพทย์เวชปฏิบัติทั่วไป
อย่างหลีกเลี่ยงไม่ได้	inevitably			1	อย่างหลีกเลี่ยงไม่ได้
มหาวิทยาลัยแพทยศาสตร์	medical college.			1	มหาวิทยาลัยแพทยศาสตร์
ศัลยกรรมออร์โทพีดิกส์	orthopedics			1	ศัลยกรรมออร์โทพีดิกส์
ผู้อำนวยการ(โรงเรียน)	school principal			1	ผู้อำนวยการ(โรงเรียน)
นอนกลางดินกินกลางทราย	sleep and eat on the ground			1	นอนกลางดินกินกลางทราย
กระทรวงการต่างประเทศ	Ministry of Foreign Affairs			1	กระทรวงการต่างประเทศ
ความเป็นตัวของตัวเอง	individuality			1	ความเป็นตัวของตัวเอง
หมิ่นพระบรมเดชานุภาพ	commit lese majeste			1	หมิ่นพระบรมเดชานุภาพ
อย่างมีความรับผิดชอบ	responsibly			1	อย่างมีความรับผิดชอบ
นักวิเคราะห์ด้านกีฬา	sports analyst			1	นักวิเคราะห์ด้านกีฬา
แจ้งเหตุด่วนเหตุร้าย	Emergency Police Service			1	แจ้งเหตุด่วนเหตุร้าย
ระบบหาพิกัดบนพื้นโลก	Global Positioning System			1	ระบบหาพิกัดบนพื้นโลก
ฝ่ายขบวนการประเทศลาว	Pathet Lao			1	ฝ่ายขบวนการประเทศลาว
แบ่งกันกินแบ่งกันใช้	share and share alike.			1	แบ่งกันกินแบ่งกันใช้
พฤติกรรมต่อต้านสังคม	anti-social behaviour			1	พฤติกรรมต่อต้านสังคม
ดีใจเหมือนกับได้แก้ว	be very happy			1	ดีใจเหมือนกับได้แก้ว
เกียรติยศเกียรติภูมิ	honor and pride of a native town			1	เกียรติยศเกียรติภูมิ
เติมน้ำมันให้เต็มถัง	fill the tank with gasoline			1	เติมน้ำมันให้เต็มถัง
สรรพนามบุรุษที่หนึ่ง	first person (personal pronoun).			1	สรรพนามบุรุษที่หนึ่ง
อย่างไม่มีที่สิ้นสุด	forever.			1	อย่างไม่มีที่สิ้นสุด
พรมเช็ดเท้าหน้าประตู	front doormat			1	พรมเช็ดเท้าหน้าประตู
การฆ่าล้างเผ่าพันธุ์	genocide/ethnic cleansing			1	การฆ่าล้างเผ่าพันธุ์
สมาชิกสภานิติบัญญัติ	legislator			1	สมาชิกสภานิติบัญญัติ
สัตว์เลี้ยงลูกด้วยนม	mammal			1	สัตว์เลี้ยงลูกด้วยนม
สมาชิกสภาผู้แทนราษฎร	member of parliament			1	สมาชิกสภาผู้แทนราษฎร
กำลังโจมตีเคลื่อนที่	mobile assault forces.			1	กำลังโจมตีเคลื่อนที่
หนังสือพิมพ์ส่วนกลาง	newspaper			1	หนังสือพิมพ์ส่วนกลาง
ทิศตะวันตกเฉียงเหนือ	northwest			1	ทิศตะวันตกเฉียงเหนือ
เหตุการณ์ที่เกิดขึ้น	occurrence/something that has happened			1	เหตุการณ์ที่เกิดขึ้น
ตั๋วเครื่องบินไปกลับ	return air-ticket			1	ตั๋วเครื่องบินไปกลับ
จานรับสัญญานดาวเทียม	satellite dish.			1	จานรับสัญญานดาวเทียม
รูปสี่เหลี่ยมจัตุรัส	square			1	รูปสี่เหลี่ยมจัตุรัส
พระอาทิตย์ดวงอาทิตย์	sun			1	พระอาทิตย์ดวงอาทิตย์
เรือบรรทุกเครื่องบิน	tanker (ship).			1	เรือบรรทุกเครื่องบิน
สงครามโลกครั้งที่สอง	the Second World War			1	สงครามโลกครั้งที่สอง
อนุสาวรีย์ชัยสมรภูมิ	the Victory Monument in Bangkok			1	อนุสาวรีย์ชัยสมรภูมิ
เครื่องหมายวรรณยุกต์	tone marker			1	เครื่องหมายวรรณยุกต์
ความเห็นเป็นเอกฉันท์	unanimous opinion/consensus			1	ความเห็นเป็นเอกฉันท์
สุดแล้วแต่บุญแต่กรรม	up to one's accumulated merit or karma.			1	สุดแล้วแต่บุญแต่กรรม
โรงหนัง/โรงภาพยนตร์	cinema			1	โรงหนัง/โรงภาพยนตร์
ไปเที่ยวดูบ้านเมือง	go sight-seeing.			1	ไปเที่ยวดูบ้านเมือง
ไม่เกี่ยวกับประเด็น	irrelevant			1	ไม่เกี่ยวกับประเด็น
ไม่สะดวกสบาย/อึดอัด	uncomfortable			1	ไม่สะดวกสบาย/อึดอัด
พระราชดำรัสพระดำรัส	royal speech (speech by the king or prince).			1	พระราชดำรัสพระดำรัส
เป็นที่ยอมรับกันว่า	It is commonly accepted that ....			1	เป็นที่ยอมรับกันว่า
เจ้าฟ้าหญิงจุฬาภรณฯ	Her Royal Princess Chulabhorn			1	เจ้าฟ้าหญิงจุฬาภรณฯ
ขอแนะนำให้คุณรู้จัก	May I introduce you to ....			1	ขอแนะนำให้คุณรู้จัก
เมื่อสองสามวันมานี้	a few days ago			1	เมื่อสองสามวันมานี้
เหมือนลูกเหมือนหลาน	as one's own child or children.			1	เหมือนลูกเหมือนหลาน
เหมือนลูกเหมือนเต้า	as one's own child or children.			1	เหมือนลูกเหมือนเต้า
รุ่งขึ้นอีกวันหนึ่ง	at daybreak.			1	รุ่งขึ้นอีกวันหนึ่ง
เกี่ยวดองกันทางสมรส	be related by marriage.			1	เกี่ยวดองกันทางสมรส
ขนบธรรมเนียมประเพณี	custom and tradition.			1	ขนบธรรมเนียมประเพณี
วินัยสัญจริตสิกขาบท	disciplines for monks.			1	วินัยสัญจริตสิกขาบท
เครื่องโกนหนวดไฟฟ้า	electric razor			1	เครื่องโกนหนวดไฟฟ้า
วิศวกรรมศาสตร์ไฟฟ้า	electrical engineering			1	วิศวกรรมศาสตร์ไฟฟ้า
นักวิเคราะห์การเงิน	financial analyst			1	นักวิเคราะห์การเงิน
เจ้าหน้าที่ดับเพลิง	firefighter			1	เจ้าหน้าที่ดับเพลิง
อยู่ยงคงกระพันชาตรี	have the power to resist attack by arms.			1	อยู่ยงคงกระพันชาตรี
เรื่องบุญเรื่องกรรม	life and death matters; critical or crucial matters.			1	เรื่องบุญเรื่องกรรม
พนักงานรับรองเอกสาร	notary			1	พนักงานรับรองเอกสาร
เพื่อนเก่าเพื่อนแก่	old friend.			1	เพื่อนเก่าเพื่อนแก่
รูปสี่เหลี่ยมผืนผ้า	rectangle			1	รูปสี่เหลี่ยมผืนผ้า
ผู้อำนวยการโรงเรียน	school principal			1	ผู้อำนวยการโรงเรียน
เรื่องมันเป็นยังงี้	story			1	เรื่องมันเป็นยังงี้
ความรูู้สึกสำนึกตัว	be aware of one's shortcomings.			1	ความรูู้สึกสำนึกตัว
รูปสี่เหลี่ยมคางหมู	trapezoid			1	รูปสี่เหลี่ยมคางหมู
เปลืองเงินเปลืองทอง	waste money.			1	เปลืองเงินเปลืองทอง
นุ่งเหลืองห่มเหลือง	wear yellow robes.			1	นุ่งเหลืองห่มเหลือง
เรื่องเป็นเรื่องตาย	what happened was ...			1	เรื่องเป็นเรื่องตาย
โรคเส้นเลือดในสมอง	cerebral stroke			1	โรคเส้นเลือดในสมอง
โต๊ะรับประทานอาหาร	dining table			1	โต๊ะรับประทานอาหาร
ไม่มีขาดไม่มีเกิิน	not more or less			1	ไม่มีขาดไม่มีเกิิน
ไม่ยิ่งหย่อนไปกว่า	not less than.			1	ไม่ยิ่งหย่อนไปกว่า
ผู้ช่วยผู้อำนวยการ	Assistant Director General			1	ผู้ช่วยผู้อำนวยการ
เจ้าหนี้ต่างประเทศ	foreign creditors (debt owners)			1	เจ้าหนี้ต่างประเทศ
ตะวันออกเฉียงเหนือ	northeast			1	ตะวันออกเฉียงเหนือ
กรมตรวจคนเข้าเมือง	Immegration Department.			1	กรมตรวจคนเข้าเมือง
บริษัทเดินอากาศไทย	Thai Airways Company.			1	บริษัทเดินอากาศไทย
สุพรรณ(สุพรรณบุรี)	a township in Thailand (Suphan Buri).			1	สุพรรณ(สุพรรณบุรี)
ช่วยเหลือปฐมพยาบาล	administer first aid			1	ช่วยเหลือปฐมพยาบาล
รู้จักอิ่มรู้จักพอ	be able to read someone's mind			1	รู้จักอิ่มรู้จักพอ
ชุดว่ายน้ำแบบทูพีช	bikini/2-piece bathing costume			1	ชุดว่ายน้ำแบบทูพีช
ปลูกบ้านสร้างเรือน	build houses.			1	ปลูกบ้านสร้างเรือน
เม็ดมะม่วงหิมพานต์	cashew			1	เม็ดมะม่วงหิมพานต์
หลอดเลือดในสมองตีบ	cerebral stroke			1	หลอดเลือดในสมองตีบ
หมุนเวียนเปลี่ยนไป	change continuously.			1	หมุนเวียนเปลี่ยนไป
เอื้อเฟื้อเผื่อแผ่	considerate and generous			1	เอื้อเฟื้อเผื่อแผ่
ฝ่ายลูกค้าสัมพันธ์	customer relations department			1	ฝ่ายลูกค้าสัมพันธ์
เจ้าหน้าที่ศุลกากร	customs authorities.			1	เจ้าหน้าที่ศุลกากร
หนังสือพิมพ์รายวัน	daily newspaper.			1	หนังสือพิมพ์รายวัน
ห้องรับประทานอาหาร	dining room			1	ห้องรับประทานอาหาร
สิ่งอำนวยความสะดวก	facilities			1	สิ่งอำนวยความสะดวก
ที่ปรับระดับเกียร์	gear stick			1	ที่ปรับระดับเกียร์
เครื่องกำเนิดไฟฟ้า	generator.			1	เครื่องกำเนิดไฟฟ้า
ครึ่งหลับครึ่งตื่น	half asleep			1	ครึ่งหลับครึ่งตื่น
เป็นปาก(เป็น)เสียง	have an argument.			1	เป็นปาก(เป็น)เสียง
รู้จักผิดรู้จักชอบ	have enough (usually used in a negative sense).			1	รู้จักผิดรู้จักชอบ
เขื่อนไฟฟ้าพลังน้ำ	hydro-electric plant			1	เขื่อนไฟฟ้าพลังน้ำ
เอกสารการเข้าเมือง	immigration papers.			1	เอกสารการเข้าเมือง
ถ้าต้องการเรียนรู้	learn			1	ถ้าต้องการเรียนรู้
ห้ามปรามไกล่เกลี่ย	make a compromise			1	ห้ามปรามไกล่เกลี่ย
หายตัวไปจากบ้านพัก	missing from the house			1	หายตัวไปจากบ้านพัก
กระดาษหนังสือพิมพ์	newsprint			1	กระดาษหนังสือพิมพ์
ถึงอย่างนั้นก็เถิด	no matter what			1	ถึงอย่างนั้นก็เถิด
อาการไม่หนักเท่าไร	not in very serious condition.			1	อาการไม่หนักเท่าไร
เสียราคาตามมิเตอร์	pay according to the meter.			1	เสียราคาตามมิเตอร์
ผู้ที่ถูกควบคุมตัว	people who have been captured			1	ผู้ที่ถูกควบคุมตัว
พนักงานกรมไปรษณีย์	postal worker			1	พนักงานกรมไปรษณีย์
เครื่องหมายวรรคตอน	punctuation			1	เครื่องหมายวรรคตอน
เครื่องชั่งน้ำหนัก	scales/weighing machine			1	เครื่องชั่งน้ำหนัก
สรรพนามบุรุษที่สอง	second person (personal pronoun).			1	สรรพนามบุรุษที่สอง
สาวขายบริการทางเพศ	sex worker			1	สาวขายบริการทางเพศ
สมุดรายนามโทรศัพท์	telephone directory			1	สมุดรายนามโทรศัพท์
สถานีวิทยุโทรทัศน์	television station.			1	สถานีวิทยุโทรทัศน์
องค์การสหประชาชาติ	the United Nations Organization (UN			1	องค์การสหประชาชาติ
กลุ่มแกว่นก้าวหน้า	the progressive group of Kwaen			1	กลุ่มแกว่นก้าวหน้า
ที่เก็บของ(ท้ายรถ)	trunk (in the back of a car).			1	ที่เก็บของ(ท้ายรถ)
เครื่องบันทึกเสียง	voice recorder			1	เครื่องบันทึกเสียง
วันเสาร์วันอาทิตย์	weekend			1	วันเสาร์วันอาทิตย์
รัฐมนตรีต่างประเทศ	Foreign Minister			1	รัฐมนตรีต่างประเทศ
โดยเฉพาะอย่างยิ่ง	especially			1	โดยเฉพาะอย่างยิ่ง
โอ้วว์หม่ายก๊อดดด	Oh my god!			1	โอ้วว์หม่ายก๊อดดด
โรงเรียนชั้นประถม	primary school.			1	โรงเรียนชั้นประถม
ใช้สิทธีเลือกตั้ง	exercise the right to vote			1	ใช้สิทธีเลือกตั้ง
ให้การรักษาพยาบาล	provide medical care			1	ให้การรักษาพยาบาล
ไม่หยุดฉุดไม่อยู่	nonstop			1	ไม่หยุดฉุดไม่อยู่
ไม่เห็นจะเป็นอะไร	It does not matter.			1	ไม่เห็นจะเป็นอะไร
ไม่รู้จักกี่ครั้ง	many times.			1	ไม่รู้จักกี่ครั้ง
กระบวนการยุติธรรม	the judicial process			1	กระบวนการยุติธรรม
ดาวเคราะห์นอกระบบ	exoplanet			1	ดาวเคราะห์นอกระบบ
การขาดดุลงบประมาณ	budget deficit			1	การขาดดุลงบประมาณ
ความเป็นเอกลักษณ์	uniqueness			1	ความเป็นเอกลักษณ์
ผู้อยู่เบื้องหลัง	mastermind/the person behind			1	ผู้อยู่เบื้องหลัง
สภาร่างรัฐธรรมนูญ	Constituent Assembly.			1	สภาร่างรัฐธรรมนูญ
เครื่องเล่นดีวีดี	DVD player			1	เครื่องเล่นดีวีดี
กรมประชาสงเคราะห์	Department of Public Welfare			1	กรมประชาสงเคราะห์
กรมคดีสอบสวนพิเศษ	Department of Special Investigation DSI			1	กรมคดีสอบสวนพิเศษ
คณะกรรมการตุลาการ	Judicial Service.			1	คณะกรรมการตุลาการ
กระทรวงศึกษาธิการ	Ministry of Education			1	กระทรวงศึกษาธิการ
พรรคสหประชาธิปไตย	United Thai People Party.			1	พรรคสหประชาธิปไตย
สมบูรณาญาสิทธิราช	absolute monarchy.			1	สมบูรณาญาสิทธิราช
กระบวนซวยแล้วละก็	among the unlucky persons.			1	กระบวนซวยแล้วละก็
พ่อแม่ปู่ย่าตายาย	ancestors.			1	พ่อแม่ปู่ย่าตายาย
ปืนต่อสู้อากาศยาน	anti-aircraft gun			1	ปืนต่อสู้อากาศยาน
สิ้นเรี่ยวสิ้นแรง	be exhausted.			1	สิ้นเรี่ยวสิ้นแรง
เอาน๊ำเย็นเข้าลูบ	calm one down			1	เอาน๊ำเย็นเข้าลูบ
จับมือใครดมไม่ได้	cannot find the perpetrator			1	จับมือใครดมไม่ได้
มูลนิธิร่วมกตัญญู	charity foundation			1	มูลนิธิร่วมกตัญญู
เมื่อต้องการเลือก	choose			1	เมื่อต้องการเลือก
เครื่องบินพานิชย์	commercial plane.			1	เครื่องบินพานิชย์
การคมนาคมทางอากาศ	communicating by air.			1	การคมนาคมทางอากาศ
เครื่องถ่ายเอกสาร	copying machine			1	เครื่องถ่ายเอกสาร
ดีพาร์ทเมนท์สโตร์	department store			1	ดีพาร์ทเมนท์สโตร์
มีความเห็นขัดแย้ง	disagree with.			1	มีความเห็นขัดแย้ง
เสริมสวยและแต่งผม	dress			1	เสริมสวยและแต่งผม
อากาศยานไร้ผู้ขับ	drone			1	อากาศยานไร้ผู้ขับ
ราชการฝ่ายพลเรือน	dynasty			1	ราชการฝ่ายพลเรือน
อย่างไรอย่างหนึ่ง	either this or that.			1	อย่างไรอย่างหนึ่ง
กลิ่นดินกลิ่นหญ้า	odor of the soil and grass			1	กลิ่นดินกลิ่นหญ้า
พระนักร่ำนักเรียน	student monk.			1	พระนักร่ำนักเรียน
บ้านอื่นเมืองอื่น	the other country.			1	บ้านอื่นเมืองอื่น
นักออกแบบเสื้อผ้า	fashion designer			1	นักออกแบบเสื้อผ้า
รายงานผลประกอบการ	financial report/statement			1	รายงานผลประกอบการ
เหาะเหินเดินอากาศ	fly through the air			1	เหาะเหินเดินอากาศ
พอจะรู้เรื่องบ้าง	have some knowledge about something.			1	พอจะรู้เรื่องบ้าง
เจ้าหน้าที่อนามัย	health officer.			1	เจ้าหน้าที่อนามัย
การเห็นแก่อุดมคติ	idealism.			1	การเห็นแก่อุดมคติ
ยืนกระต่ายขาเดียว	to persist in what you say			1	ยืนกระต่ายขาเดียว
มีอันจะกินทีเดียว	is well off			1	มีอันจะกินทีเดียว
เมื่อเดือนที่แล้ว	last month.			1	เมื่อเดือนที่แล้ว
ปีกลาย(ปีที่แล้ว)	last year.			1	ปีกลาย(ปีที่แล้ว)
ปฏิทินแบบจันทรคติ	lunar calendar			1	ปฏิทินแบบจันทรคติ
ผู้พิพากษาศาลกลาง	magistrate			1	ผู้พิพากษาศาลกลาง
สถานบันเทิงค่ำคืน	night entertainment venue/nightlife area			1	สถานบันเทิงค่ำคืน
ตะวันตกเฉียงเหนือ	northwest			1	ตะวันตกเฉียงเหนือ
เป็นครั้งเป็นคราว	on occasion			1	เป็นครั้งเป็นคราว
รายได้เฉลี่ยต่อคน	one by one.			1	รายได้เฉลี่ยต่อคน
อย่างใดอย่างหนึ่ง	one or the other; any kind.			1	อย่างใดอย่างหนึ่ง
กล้องส่องตรวจในตา	opthalmoscope			1	กล้องส่องตรวจในตา
เครื่องปั้นดินเผา	pottery			1	เครื่องปั้นดินเผา
ศึกษาธิการจังหวัด	provincial chief of education department.			1	ศึกษาธิการจังหวัด
เสื้อผ้าสำเร็จรูป	ready-made clothes.			1	เสื้อผ้าสำเร็จรูป
สัตว์เคี้ยวเอื้อง	ruminant			1	สัตว์เคี้ยวเอื้อง
การแบ่งสันปันส่วน	sharing			1	การแบ่งสันปันส่วน
การสังคมสงเคราะห์	social work			1	การสังคมสงเคราะห์
นักสังคมสงเคราะห์	sociologist			1	นักสังคมสงเคราะห์
สี่เหลี่ยมจัตุรัส	square			1	สี่เหลี่ยมจัตุรัส
เครื่องเย็บกระดาษ	stapler			1	เครื่องเย็บกระดาษ
ผู้กองพัน(ผู้พัน)	the battalion commander.			1	ผู้กองพัน(ผู้พัน)
พระเจ้าแห่งแม่น้ำ	the goddess of water.			1	พระเจ้าแห่งแม่น้ำ
สิ้นเรื่องสิ้นราว	the matter ended			1	สิ้นเรื่องสิ้นราว
เครื่องอัฏฐบริขาร	the monks' eight possessions.			1	เครื่องอัฏฐบริขาร
จังหวัดนครราชสีมา	Nakhon Ratchasima Province			1	จังหวัดนครราชสีมา
เครื่องตกแต่งบ้าน	things to decorate the house			1	เครื่องตกแต่งบ้าน
เครื่องปิ้งขนมปัง	toaster			1	เครื่องปิ้งขนมปัง
ราวแขวนผ้าเช็ดตัว	towel rail			1	ราวแขวนผ้าเช็ดตัว
เครื่องหมายการค้า	trademark			1	เครื่องหมายการค้า
เจ้าหน้าที่แฝงตัว	undercover agent			1	เจ้าหน้าที่แฝงตัว
โรงเรียนประชาบาล	government administered primary school outside of the municipality.			1	โรงเรียนประชาบาล
โรงเรียนสายปัญญา	well known high school for girls in Bangkok.			1	โรงเรียนสายปัญญา
ไม่ได้เป็นอันขาด	absolutely not			1	ไม่ได้เป็นอันขาด
ได้เงินเดือนขึ้น	get a raise (in salary)			1	ได้เงินเดือนขึ้น
ไม่ว่าพระว่าสงฆ์	regardless of the fact that he is a monk.			1	ไม่ว่าพระว่าสงฆ์
องค์การอนามัยโลก	the World Health Organization			1	องค์การอนามัยโลก
ขบวนการค้ามนุษย์	human trafficking organization			1	ขบวนการค้ามนุษย์
ประเทศอุตสาหกรรม	industrial country			1	ประเทศอุตสาหกรรม
ตัดแต่งพันธุกรรม	genetically modified			1	ตัดแต่งพันธุกรรม
พร้อมหน้าพร้อมตา	all present/all together			1	พร้อมหน้าพร้อมตา
สกุลเงินต่างชาติ	foreign currency			1	สกุลเงินต่างชาติ
ระบบสุริยจักรวาล	solar system			1	ระบบสุริยจักรวาล
หน้าสิ่วหน้าขวาน	critical/dangerous/serious			1	หน้าสิ่วหน้าขวาน
ผู้บัญชาการตำรวจ	Police Commander			1	ผู้บัญชาการตำรวจ
ผู้เห็นเหตุการณ์	eyewitness			1	ผู้เห็นเหตุการณ์
สภาพความเป็นอยู่	condition/state/situation			1	สภาพความเป็นอยู่
การแบ่งชั้นวรรณะ	class discrimation.			1	การแบ่งชั้นวรรณะ
เป็นยังไงมายังไง	What's the matter			1	เป็นยังไงมายังไง
พรรคประชาธิปัตย์	Democrat Party			1	พรรคประชาธิปัตย์
เห็นด้วยตาตัวเอง	to see with one's own eyes			1	เห็นด้วยตาตัวเอง
กระทรวงสาธารณสุข	Ministry of Public Health			1	กระทรวงสาธารณสุข
ทวีปอเมริกาเหนือ	North America			1	ทวีปอเมริกาเหนือ
สาธารณรัฐประชาชน	People’s Republic			1	สาธารณรัฐประชาชน
เมื่อไม่นานมานี้	not long ago			1	เมื่อไม่นานมานี้
เครื่องปรับอากาศ	air conditioner			1	เครื่องปรับอากาศ
การทำร้ายร่างกาย	assault			1	การทำร้ายร่างกาย
ที่ได้รับมอบหมาย	assigned			1	ที่ได้รับมอบหมาย
ผู้ช่วยทันพแพทย์	assistant			1	ผู้ช่วยทันพแพทย์
เจ้าเล่ห์เพทุบาย	be crooked			1	เจ้าเล่ห์เพทุบาย
เข้าคุกเข้าตะราง	be jailed			1	เข้าคุกเข้าตะราง
ปะเหมาะเคราะห์ดี	be lucky			1	ปะเหมาะเคราะห์ดี
บริสุทธิ์ผุดผ่อง	be pure			1	บริสุทธิ์ผุดผ่อง
น่าเสียดมเสียดาย	be regrettable.			1	น่าเสียดมเสียดาย
เล็กน้อยหยุมหยิม	be small			1	เล็กน้อยหยุมหยิม
ตกตะลึงพรึงเพริด	be stupefied			1	ตกตะลึงพรึงเพริด
เกือบล้มเกือบตาย	be worn out from trying too hard (to feel like dying).			1	เกือบล้มเกือบตาย
ทั้งขึ้นทั้งล่อง	both ways			1	ทั้งขึ้นทั้งล่อง
กระเป๋าใส่เอกสาร	briefcase.			1	กระเป๋าใส่เอกสาร
ที่จอดรถประจำทาง	bus stop			1	ที่จอดรถประจำทาง
ที่เก็บของท้ายรถ	car boot			1	ที่เก็บของท้ายรถ
รัฐบาลคณะปฏิวัติ	coalition government.			1	รัฐบาลคณะปฏิวัติ
วิทยาลัยการศึกษา	college of education.			1	วิทยาลัยการศึกษา
การพัฒนาท้องถิ่น	community development.			1	การพัฒนาท้องถิ่น
แช่งชักหักกระดูก	curse vehemently.			1	แช่งชักหักกระดูก
เส้นผ่าศูนย์กลาง	diameter			1	เส้นผ่าศูนย์กลาง
เครื่องยนต์ดีเซล	diesel engine.			1	เครื่องยนต์ดีเซล
สถานภาพทางการทูต	diplomatic status			1	สถานภาพทางการทูต
เป็นราย(จังหวัด)	one by one			1	เป็นราย(จังหวัด)
กลับบ้านกลับช่อง	to go home			1	กลับบ้านกลับช่อง
หน้าดำหน้าเกี่ยว	rice season (planting and harvesting season).			1	หน้าดำหน้าเกี่ยว
